symbol,close,sma50,sma200,sma50/sma200,upper_bband,lower_bband,bollinger,macd,ema9,macd-ema9
A2A,1.299,1.23668,1.21518,1.01769285209,1.32384146986,1.22765853014,0.483453719875,0.00837277741302,0.00914293219602,-0.000770154783006
ATL,22.02,21.9422,22.3291,0.982672835,22.4214886685,21.0095113315,0.431310038819,-0.0882886545162,-0.120543034062,0.032254379546
AZM,16.87,16.5296,15.75645,1.04906879405,17.9526993394,16.4103006606,-0.403916321107,0.0489227954439,0.146778435691,-0.0978556402469
BMED,7.0,7.0398,6.5717,1.0712296666,7.59830840542,6.86669159458,-0.6355786159,-0.0162441803306,0.0392800977379,-0.0555242780685
BMPS,15.08,16.3602,4.729165,3.45942676984,15.0800010355,15.0799989645,1.54392225168e-08,0.0312147575112,0.0606222887003,-0.0294075311891
BPE,5.16,5.13968,4.10329,1.25257537245,5.83464817927,4.97785182073,-0.574815701647,0.00851217378622,0.0817051467179,-0.0731929729317
PMI,nan,nan,nan,nan,nan,nan,nan,0.00934684643592,0.00934818688719,-1.34045127306e-06
BP,nan,nan,nan,nan,nan,nan,nan,0.0663499942197,0.0663591620879,-9.16786823106e-06
BZU,22.76,22.819,19.10415,1.19445251424,24.3749786394,22.3570213606,-0.600607363074,0.00252869747059,0.169542723308,-0.167014025837
BRE,61.3,58.318,53.47875,1.09048921301,62.3134896762,59.8715103238,0.16994410685,0.671982740607,0.848703100671,-0.176720360063
CPR,9.58,9.3224,9.1782,1.01571114162,9.66457915724,9.25542084276,0.586570018256,0.0575505377053,0.0549540220556,0.00259651564968
CNHI,8.865,8.426,7.060675,1.19337032224,9.10813887533,8.11686112467,0.731379272378,0.15312136877,0.110333903621,0.0427874651486
ENEL,4.038,4.04624,3.95897,1.02204361235,4.23332775645,3.76947224355,0.157807761178,-0.0393645395779,-0.0402426532884,0.000878113710525
ENI,14.36,14.9676,13.8539,1.08038891576,16.0348593719,13.6701406281,-0.416540023045,-0.248765994223,-0.159754762507,-0.0890112317163
EXO,43.68,41.7372,36.7403,1.1360059662,44.6516933007,40.5793066993,0.522789265451,0.494162082995,0.479203809638,0.0149582733561
RACE,60.95,56.254,46.0397,1.22185852645,61.6506941367,54.6193058633,0.800695364985,1.38332752281,1.12217803243,0.26114949038
FCA,10.18,9.1033,6.87895,1.32335603544,10.7971995011,8.7548004989,0.395613197582,0.28351465486,0.338408000469,-0.054893345609
FBK,5.495,5.4239,5.506115,0.985068419385,5.73148486442,5.34551513558,-0.225406278005,0.0149008006134,0.0397664186719,-0.0248656180585
G,14.5,14.2394,12.300075,1.1576677378,15.8867987167,13.2082012833,-0.0354663223422,0.163315823691,0.246358951487,-0.0830431277962
ISP,1.97,2.36272,2.117905,1.11559300346,2.5290550344,2.0463449656,-0.578815355336,-0.0669099691718,-0.0502780100228,-0.016631959149
LDO,11.99,13.0328,11.01905,1.18275168912,13.3541953766,11.7228046234,-0.672432400319,-0.284001078775,-0.222974250712,-0.0610268280623
LUX,50.05,50.3794,46.4012,1.08573485168,53.1489033005,47.7340966995,-0.144603502525,-0.165155575518,-0.106881969641,-0.0582736058768
MS,3.876,3.84324,3.22936,1.19009339312,4.37697868062,3.75182131938,-0.602728246295,-0.01560748012,0.0415093313232,-0.0571168114432
MB,7.88,7.8624,6.67815,1.17733204555,8.64618120683,7.52331879317,-0.364692944585,0.000431663739069,0.0778923730263,-0.0774607092873
MONC,17.77,16.9976,15.5803,1.09096743965,18.2731652523,17.3108347477,-0.0457223373796,0.239149470562,0.31770680333,-0.0785573327679
PST,6.075,6.1667,6.23745,0.988657223705,6.23411269425,5.83188730575,0.208838135037,-0.0432298843211,-0.052404930106,0.00917504578483
PRY,24.42,24.3982,22.3345,1.09239965076,25.2844173231,24.0655826769,-0.418432476954,0.0932870985782,0.143225400866,-0.0499383022882
REC,28.09,26.812,26.8054,1.00024621905,28.0117983867,26.1552016133,1.08424189294,0.0361814296116,-0.00798578338738,0.044167212999
SPM,0.4672,0.496714,0.4162945,1.19317934779,0.536301913987,0.441768086013,-0.461951038433,-0.0118579812316,-0.00672930448745,-0.00512867674416
SFER,26.02,23.6438,21.2975,1.11016786008,26.7741922354,24.0238077646,0.451573230295,0.69513099244,0.715975077706,-0.0208440852665
SRG,3.768,3.7488,4.563535,0.821468444966,3.76800041512,3.76799958488,4.27913192414e-09,0.000464676823015,0.000473255952277,-8.57912926188e-06
STM,12.79,10.9996,7.6654,1.43496751637,14.0109891362,9.87001086379,0.439268182622,0.697694540924,0.62045761992,0.0772369210033
TIT,0.825,0.8152,0.7771125,1.04901156525,0.863168616666,0.779981383334,0.0823443661437,-0.00157028970777,-0.00146623913322,-0.000104050574551
TEN,15.99,16.6,13.62515,1.21833521099,17.4482946213,15.6037053787,-0.581159195379,-0.177656260573,-0.0646509422973,-0.113005318276
TRN,4.346,4.24516,4.526005,0.937948588214,4.43397232924,4.01822767076,0.576796346292,-0.0117042410875,-0.0257322327958,0.0140279917083
UBI,3.14,2.93364,3.524554,0.83234361,3.77800700737,2.92859299263,-0.502228586534,0.032014198249,0.106247312847,-0.0742331145981
UCG,12.57,6.721252,1.8498515,3.63340084326,39.5413056847,-6.73532568468,-0.165655532245,3.12959292155,4.94326555224,-1.81367263069
UNI,3.324,3.41864,2.8523,1.19855555166,3.72542564304,3.27377435696,-0.777591054935,-0.0177178764334,0.0212219887339,-0.0389398651673
US,1.9,2.01372,1.694155,1.18862795907,2.10851227918,1.86498772082,-0.71245381232,-0.0307288050931,-0.0158799273517,-0.0148488777414
YNAP,23.91,26.1982,nan,nan,29.0304877065,21.3895122935,-0.340270693131,-0.858620117325,-0.769829787705,-0.0887903296202
