2017,2,17,EQIX,Buy,2
2017,2,23,EQIX,Sell,2
2017,2,17,DLR,Buy,9
2017,2,23,DLR,Sell,9
2017,2,17,CF,Buy,29
2017,2,23,CF,Sell,29
2017,2,17,NBL,Buy,26
2017,2,23,NBL,Sell,26
2017,2,17,AIG,Buy,16
2017,2,23,AIG,Sell,16
2017,2,17,ZTS,Buy,18
2017,2,23,ZTS,Sell,18
2017,2,17,HAL,Buy,18
2017,2,23,HAL,Sell,18
2017,2,17,KHC,Buy,10
2017,2,23,KHC,Sell,10
2017,2,17,KMI,Buy,45
2017,2,23,KMI,Sell,45
2017,2,17,MDLZ,Buy,23
2017,2,23,MDLZ,Sell,23
2017,2,17,HOT,Buy,12
2017,2,23,HOT,Sell,12
2017,2,20,EQIX,Buy,2
2017,2,24,EQIX,Sell,2
2017,2,20,MLM,Buy,4
2017,2,24,MLM,Sell,4
2017,2,20,CI,Buy,6
2017,2,24,CI,Sell,6
2017,2,20,CPB,Buy,16
2017,2,24,CPB,Sell,16
2017,2,20,ZTS,Buy,18
2017,2,24,ZTS,Sell,18
2017,2,20,HAL,Buy,18
2017,2,24,HAL,Sell,18
2017,2,20,COP,Buy,20
2017,2,24,COP,Sell,20
2017,2,20,MDLZ,Buy,23
2017,2,24,MDLZ,Sell,23
2017,2,20,UNH,Buy,6
2017,2,24,UNH,Sell,6
2017,2,20,KMI,Buy,45
2017,2,24,KMI,Sell,45
2017,2,20,HOT,Buy,12
2017,2,24,HOT,Sell,12
2017,2,20,EQIX,Buy,2
2017,2,24,EQIX,Sell,2
2017,2,20,MLM,Buy,4
2017,2,24,MLM,Sell,4
2017,2,20,CI,Buy,6
2017,2,24,CI,Sell,6
2017,2,20,CPB,Buy,16
2017,2,24,CPB,Sell,16
2017,2,20,ZTS,Buy,18
2017,2,24,ZTS,Sell,18
2017,2,20,HAL,Buy,18
2017,2,24,HAL,Sell,18
2017,2,20,COP,Buy,20
2017,2,24,COP,Sell,20
2017,2,20,MDLZ,Buy,23
2017,2,24,MDLZ,Sell,23
2017,2,20,UNH,Buy,6
2017,2,24,UNH,Sell,6
2017,2,20,KMI,Buy,45
2017,2,24,KMI,Sell,45
2017,2,20,HOT,Buy,12
2017,2,24,HOT,Sell,12
2017,2,20,EQIX,Buy,2
2017,2,24,EQIX,Sell,2
2017,2,20,MLM,Buy,4
2017,2,24,MLM,Sell,4
2017,2,20,CI,Buy,6
2017,2,24,CI,Sell,6
2017,2,20,CPB,Buy,16
2017,2,24,CPB,Sell,16
2017,2,20,ZTS,Buy,18
2017,2,24,ZTS,Sell,18
2017,2,20,HAL,Buy,18
2017,2,24,HAL,Sell,18
2017,2,20,COP,Buy,20
2017,2,24,COP,Sell,20
2017,2,20,MDLZ,Buy,23
2017,2,24,MDLZ,Sell,23
2017,2,20,UNH,Buy,6
2017,2,24,UNH,Sell,6
2017,2,20,KMI,Buy,45
2017,2,24,KMI,Sell,45
2017,2,20,HOT,Buy,12
2017,2,24,HOT,Sell,12
2017,2,20,EQIX,Buy,2
2017,2,24,EQIX,Sell,2
2017,2,20,MLM,Buy,4
2017,2,24,MLM,Sell,4
2017,2,20,CI,Buy,6
2017,2,24,CI,Sell,6
2017,2,20,CPB,Buy,16
2017,2,24,CPB,Sell,16
2017,2,20,ZTS,Buy,18
2017,2,24,ZTS,Sell,18
2017,2,20,HAL,Buy,18
2017,2,24,HAL,Sell,18
2017,2,20,COP,Buy,20
2017,2,24,COP,Sell,20
2017,2,20,MDLZ,Buy,23
2017,2,24,MDLZ,Sell,23
2017,2,20,UNH,Buy,6
2017,2,24,UNH,Sell,6
2017,2,20,KMI,Buy,45
2017,2,24,KMI,Sell,45
2017,2,20,HOT,Buy,12
2017,2,24,HOT,Sell,12
2017,2,22,CMCSA,Buy,26
2017,2,28,CMCSA,Sell,26
2017,2,22,EQIX,Buy,2
2017,2,28,EQIX,Sell,2
2017,2,22,CPB,Buy,17
2017,2,28,CPB,Sell,17
2017,2,22,FCX,Buy,68
2017,2,28,FCX,Sell,68
