2016-09-02 16:00:00,8007.9700000000012,1992.0300000000002
2016-09-05 16:00:00,7009.2459000000008,3014.0340999999999
2016-09-06 16:00:00,7009.2459000000008,2992.1136999999999
2016-09-07 16:00:00,7009.2459000000008,3042.6558
2016-09-08 16:00:00,7009.2459000000008,3032.9450000000002
2016-09-09 16:00:00,7993.2359000000006,2026.5272
2016-09-12 16:00:00,7020.8055999999997,2975.4000000000001
2016-09-13 16:00:00,2048.7056000000002,7880.6299999999992
2016-09-14 16:00:00,-3903.4983999999995,13959.244000000001
2016-09-15 16:00:00,-3903.4983999999995,14134.878000000001
2016-09-16 16:00:00,-2918.4483999999993,12968.529999999999
2016-09-19 16:00:00,-2871.5783999999994,13067.490000000002
2016-09-20 16:00:00,1165.2416000000007,8896.130000000001
2016-09-21 16:00:00,6113.6116000000011,3981.2699999999995
2016-09-22 16:00:00,5114.2616000000007,5026.96
2016-09-23 16:00:00,5114.2616000000007,5009.7600000000002
2016-09-26 16:00:00,7081.5216,2944.0599999999999
2016-09-27 16:00:00,8066.3216000000002,1944.98
2016-09-28 16:00:00,9041.9716000000008,975.64999999999998
2016-09-29 16:00:00,10062.651600000001,0.0
2016-09-30 16:00:00,10062.651600000001,0.0
2016-10-03 16:00:00,10062.651600000001,0.0
2016-10-04 16:00:00,9062.8086000000003,999.84300000000007
2016-10-05 16:00:00,9062.8086000000003,994.05399999999997
2016-10-06 16:00:00,8063.6316000000006,2015.5600000000002
2016-10-07 16:00:00,7064.0516000000007,3000.3800000000001
2016-10-10 16:00:00,6064.4716000000008,3999.96
2016-10-11 16:00:00,7073.4116000000004,2991.02
2016-10-12 16:00:00,7073.4116000000004,2991.02
2016-10-13 16:00:00,8065.2716,1999.1599999999999
2016-10-14 16:00:00,9064.8516,999.57999999999993
2016-10-17 16:00:00,10064.4316,0.0
